saison,journee,nom_club,position,nb_points,nb_matchs,nb_victoires,nb_nuls,nb_defaites,nb_buts_pour,nb_buts_contre,nb_buts_diff,serie_resultats,position.dedup,serie_resultats.un,nom_club_actuel,initiales_nom_club_actuel,logo_png
2014-2015,32,AS Saint-Etienne,5,56,32,15,11,6,39,25,14,GgGnG,5,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2014-2015,32,FC Girondins de Bordeaux,6,54,32,15,9,8,41,38,3,gGpGG,6,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2014-2015,32,Montpellier Hérault SC,7,49,32,14,7,11,42,34,8,PGpGp,7,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2014-2015,32,Lille OSC,8,47,32,13,8,11,31,27,4,gGpGg,8,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2014-2015,32,Stade Rennais FC,9,45,32,12,9,11,32,37,-5,GpNgG,9,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2014-2015,32,OGC Nice,10,41,32,11,8,13,36,39,-3,pPgNg,10,G,OGC Nice,OGCN,./logos_clubs/OGCN.png
2014-2015,32,FC Nantes,11,40,32,10,10,12,25,33,-8,pGnPp,11,P,FC Nantes,FCN,./logos_clubs/FCN.png
2014-2015,32,EA Guingamp,12,39,32,12,3,17,33,45,-12,PgnPp,12,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2014-2015,32,SM Caen,13,38,32,10,8,14,46,48,-2,PpNgP,13,P,SM Caen,SMC,./logos_clubs/SMC.png
2014-2015,32,SC Bastia,14,37,32,9,10,13,31,39,-8,GpNpp,14,P,SC Bastia,SCB,./logos_clubs/SCB.png
2014-2015,32,Évian Thonon Gaillard FC ,15,36,32,11,3,18,34,49,-15,PpGnP,15,P,Évian Thonon Gaillard FC,ETGFC,./logos_clubs/ETGFC.png
2014-2015,32,FC Lorient,16,35,32,10,5,17,34,44,-10,pGpPn,16,N,FC Lorient,FCL,./logos_clubs/FCL.png
2014-2015,32,Stade de Reims,17,35,32,9,8,15,37,54,-17,GpPpP,17,P,Stade de Reims,SR,./logos_clubs/SR.png
2014-2015,32,Toulouse FC,18,35,32,10,5,17,34,52,-18,PpGpG,18,G,Toulouse FC,TFC,./logos_clubs/TFC.png
2014-2015,32,RC Lens,19,26,32,6,8,18,28,49,-21,pGPpN,19,N,RC Lens,RCL,./logos_clubs/RCL.png
2014-2015,32,FC Metz,20,26,32,6,8,18,26,47,-21,pPnGp,20,P,FC Metz,FCM,./logos_clubs/FCM.png
2013-2014,32,Paris Saint-Germain FC,1,79,32,24,7,1,74,18,56,gGggG,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
